dumping histogram for a run of 1000/10000 MAX iterations at histogram.txt
0		0
1		49271
2		105120
3		75211
4		45616
5		28237
6		20082
7		14048
8		10517
9		8041
10		6484
11		5062
12		4303
13		3543
14		3078
15		2689
16		2291
17		1989
18		1814
19		1595
20		1484
21		1328
22		1180
23		1105
24		924
25		935
26		846
27		822
28		716
29		637
30		650
31		586
32		560
33		529
34		480
35		408
36		450
37		423
38		422
39		344
40		404
41		326
42		329
43		320
44		278
45		250
46		274
47		224
48		216
49		222
50		182
51		232
52		174
53		204
54		218
55		170
56		176
57		126
58		142
59		152
60		155
61		152
62		180
63		158
64		152
65		130
66		124
67		120
68		128
69		130
70		104
71		122
72		120
73		100
74		118
75		104
76		94
77		90
78		106
79		96
80		108
81		88
82		102
83		68
84		82
85		78
86		60
87		76
88		70
89		46
90		76
91		68
92		68
93		86
94		48
95		52
96		50
97		64
98		62
99		48
100		40
101		76
102		66
103		38
104		54
105		54
106		40
107		60
108		32
109		44
110		40
111		54
112		54
113		48
114		52
115		58
116		42
117		50
118		40
119		50
120		46
121		38
122		26
123		42
124		30
125		32
126		30
127		44
128		32
129		36
130		26
131		30
132		24
133		32
134		30
135		26
136		22
137		34
138		26
139		24
140		18
141		24
142		26
143		32
144		34
145		32
146		20
147		32
148		24
149		42
150		30
151		30
152		32
153		18
154		28
155		22
156		32
157		24
158		18
159		16
160		24
161		16
162		28
163		22
164		18
165		12
166		32
167		32
168		12
169		22
170		30
171		20
172		14
173		10
174		28
175		22
176		24
177		12
178		28
179		12
180		26
181		16
182		16
183		16
184		22
185		6
186		22
187		8
188		24
189		10
190		12
191		22
192		16
193		12
194		16
195		18
196		20
197		12
198		12
199		14
200		10
201		18
202		12
203		14
204		24
205		12
206		14
207		14
208		18
209		14
210		10
211		16
212		10
213		14
214		14
215		16
216		8
217		10
218		14
219		10
220		10
221		10
222		14
223		12
224		10
225		10
226		12
227		4
228		2
229		0
230		14
231		10
232		12
233		14
234		10
235		14
236		16
237		6
238		10
239		10
240		16
241		8
242		2
243		6
244		12
245		8
246		6
247		12
248		8
249		4
250		12
251		14
252		8
253		14
254		14
255		4
256		6
257		6
258		12
259		10
260		12
261		8
262		12
263		4
264		8
265		10
266		12
267		4
268		12
269		2
270		10
271		10
272		4
273		6
274		10
275		10
276		8
277		10
278		6
279		2
280		8
281		8
282		0
283		2
284		4
285		16
286		4
287		6
288		8
289		4
290		8
291		6
292		8
293		6
294		6
295		12
296		4
297		6
298		2
299		10
300		8
301		4
302		8
303		6
304		4
305		10
306		10
307		2
308		12
309		4
310		6
311		4
312		0
313		2
314		12
315		4
316		0
317		6
318		4
319		4
320		6
321		2
322		2
323		8
324		4
325		4
326		10
327		6
328		0
329		4
330		2
331		4
332		8
333		0
334		6
335		4
336		2
337		0
338		6
339		2
340		8
341		10
342		12
343		2
344		6
345		6
346		2
347		6
348		2
349		2
350		2
351		2
352		4
353		6
354		8
355		6
356		6
357		4
358		8
359		2
360		6
361		6
362		0
363		0
364		0
365		2
366		2
367		6
368		2
369		4
370		2
371		4
372		4
373		0
374		4
375		4
376		0
377		8
378		2
379		0
380		8
381		2
382		2
383		4
384		4
385		2
386		2
387		2
388		6
389		8
390		0
391		4
392		2
393		2
394		6
395		2
396		2
397		10
398		4
399		2
400		9
401		3
402		4
403		4
404		8
405		8
406		0
407		2
408		6
409		4
410		2
411		0
412		2
413		6
414		2
415		2
416		2
417		8
418		2
419		4
420		0
421		8
422		4
423		0
424		4
425		2
426		2
427		4
428		0
429		6
430		2
431		4
432		2
433		0
434		0
435		0
436		6
437		2
438		2
439		6
440		2
441		2
442		4
443		0
444		0
445		2
446		4
447		2
448		0
449		0
450		2
451		0
452		0
453		0
454		2
455		2
456		0
457		0
458		0
459		2
460		4
461		6
462		0
463		1
464		6
465		2
466		4
467		2
468		4
469		4
470		0
471		4
472		4
473		0
474		2
475		4
476		2
477		4
478		0
479		4
480		2
481		0
482		0
483		2
484		4
485		0
486		0
487		2
488		2
489		0
490		2
491		0
492		2
493		4
494		2
495		2
496		2
497		0
498		4
499		6
500		0
501		2
502		4
503		4
504		4
505		2
506		6
507		1
508		0
509		0
510		0
511		1
512		2
513		0
514		1
515		0
516		2
517		4
518		2
519		0
520		2
521		0
522		4
523		2
524		0
525		0
526		4
527		4
528		0
529		0
530		4
531		0
532		0
533		2
534		2
535		6
536		6
537		0
538		0
539		2
540		2
541		6
542		0
543		2
544		6
545		0
546		0
547		0
548		2
549		2
550		0
551		0
552		0
553		4
554		0
555		4
556		0
557		0
558		0
559		2
560		0
561		0
562		2
563		2
564		0
565		0
566		0
567		0
568		0
569		0
570		4
571		0
572		0
573		2
574		4
575		0
576		2
577		0
578		6
579		4
580		2
581		1
582		2
583		2
584		1
585		0
586		2
587		0
588		0
589		2
590		0
591		2
592		2
593		0
594		0
595		2
596		0
597		0
598		2
599		0
600		4
601		0
602		0
603		2
604		2
605		2
606		2
607		0
608		2
609		2
610		0
611		0
612		2
613		0
614		4
615		2
616		0
617		0
618		6
619		0
620		0
621		2
622		0
623		2
624		0
625		1
626		0
627		0
628		6
629		0
630		0
631		0
632		2
633		2
634		0
635		4
636		0
637		0
638		0
639		6
640		0
641		0
642		0
643		0
644		0
645		2
646		0
647		0
648		0
649		0
650		2
651		2
652		6
653		0
654		0
655		4
656		0
657		0
658		0
659		4
660		2
661		2
662		0
663		0
664		0
665		2
666		6
667		2
668		2
669		2
670		0
671		4
672		0
673		0
674		0
675		4
676		6
677		0
678		2
679		0
680		2
681		0
682		0
683		0
684		0
685		0
686		2
687		1
688		0
689		0
690		4
691		0
692		0
693		0
694		2
695		0
696		4
697		0
698		0
699		4
700		0
701		2
702		2
703		2
704		2
705		2
706		0
707		3
708		1
709		0
710		0
711		0
712		0
713		0
714		4
715		2
716		2
717		2
718		4
719		0
720		0
721		2
722		0
723		0
724		2
725		0
726		2
