Histogram for a run of 1000/10000 MAX iterations
    filename is 180211-001148-01-Mandelbrot.txt
    Size is 800*800
    Center is (0, 0) scale is 0.005
0		137377
1		252278
2		84480
3		34713
4		19227
5		11092
6		7715
7		5186
8		3978
9		2928
10		2376
11		1832
12		1601
13		1223
14		1091
15		927
16		748
17		717
18		620
19		561
20		474
21		410
22		416
23		351
24		332
25		300
26		302
27		288
28		252
29		203
30		204
31		174
32		172
33		184
34		132
35		132
36		150
37		128
38		124
39		108
40		110
41		78
42		99
43		102
44		116
45		80
46		88
47		64
48		56
49		44
50		56
51		64
52		62
53		66
54		62
55		48
56		56
57		40
58		46
59		50
60		52
61		36
62		46
63		80
64		44
65		44
66		22
67		28
68		36
69		34
70		24
71		30
72		18
73		24
74		40
75		30
76		28
77		46
78		32
79		26
80		30
81		16
82		34
83		14
84		24
85		32
86		20
87		20
88		24
89		24
90		16
91		20
92		14
93		30
94		20
95		16
96		12
97		22
98		18
99		14
100		14
101		16
102		20
103		16
104		18
105		14
106		14
107		10
108		10
109		4
110		12
111		24
112		18
113		12
114		16
115		16
116		16
117		12
118		14
119		20
120		12
121		4
122		2
123		16
124		8
125		10
126		16
127		4
128		14
129		10
130		8
131		16
132		14
133		4
134		2
135		8
136		6
137		10
138		14
139		6
140		6
141		12
142		8
143		10
144		2
145		10
146		12
147		10
148		10
149		12
150		12
151		12
152		10
153		10
154		8
155		2
156		12
157		6
158		6
159		4
160		10
161		8
162		8
163		10
164		8
165		6
166		6
167		8
168		6
169		8
170		4
171		2
172		2
173		6
174		4
175		10
176		4
177		6
178		8
179		10
180		6
181		0
182		4
183		4
184		6
185		0
186		2
187		0
188		6
189		2
190		4
191		6
192		2
193		8
194		2
195		8
196		4
197		2
198		4
199		2
200		0
201		6
202		4
203		4
204		12
205		0
206		4
207		2
208		4
209		0
210		6
211		6
212		0
213		2
214		2
215		4
216		6
217		0
218		4
219		2
220		4
221		2
222		4
223		4
224		2
225		2
226		2
227		0
228		0
229		0
230		4
231		0
232		6
233		4
234		0
235		4
236		2
237		2
238		0
239		0
240		2
241		2
242		4
243		0
244		4
245		0
246		4
247		4
248		0
249		2
250		2
251		6
252		6
253		4
254		6
255		4
256		6
257		2
258		4
259		4
260		4
261		0
262		6
263		6
264		4
265		0
266		8
267		4
268		2
269		0
270		4
271		4
272		0
273		0
274		0
275		4
276		2
277		4
278		4
279		2
280		2
281		2
282		2
283		0
284		0
285		4
286		2
287		0
288		4
289		0
290		2
291		0
292		2
293		2
294		0
295		0
296		0
297		0
298		0
299		2
300		2
301		0
302		6
303		2
304		2
305		2
306		4
307		0
308		2
309		0
310		0
311		2
312		0
313		0
314		6
315		2
316		2
317		2
318		4
319		0
320		2
321		0
322		0
323		2
324		2
325		0
326		4
327		2
328		0
329		0
330		2
331		2
332		0
333		0
334		2
335		0
336		0
337		0
338		0
339		2
340		0
341		4
342		4
343		2
344		2
345		4
346		0
347		0
348		2
349		0
350		0
351		2
352		0
353		4
354		0
355		4
356		2
357		2
358		2
359		0
360		0
361		0
362		0
363		0
364		0
365		2
366		0
367		0
368		0
369		2
370		0
371		0
372		0
373		0
374		0
375		0
376		0
377		0
378		0
379		0
380		2
381		0
382		2
383		0
384		4
385		2
386		0
387		0
388		2
389		2
390		0
391		0
392		0
393		0
394		0
395		2
396		0
397		0
398		0
399		0
400		2
401		0
402		2
403		0
404		2
405		2
406		2
407		2
408		4
409		4
410		2
411		0
412		0
413		2
414		2
415		0
416		2
417		2
418		2
419		0
420		2
421		4
422		0
423		0
424		2
425		0
426		0
427		0
428		0
429		4
430		0
431		2
432		2
433		0
434		0
435		0
436		0
437		0
438		0
439		2
440		0
441		2
442		0
443		0
444		0
445		0
446		0
447		0
448		0
449		0
450		2
451		0
452		0
453		0
454		0
455		0
456		0
457		0
458		0
459		0
460		4
461		0
462		0
463		0
464		0
465		0
466		0
467		0
468		0
469		0
470		0
471		4
472		0
473		0
474		0
475		2
476		2
477		2
478		0
479		4
480		0
481		0
482		0
483		0
484		0
485		0
486		0
487		0
488		0
489		2
490		2
491		0
492		2
493		2
494		2
495		0
496		0
497		0
498		2
499		2
500		0
501		0
502		4
503		4
504		2
505		0
506		0
507		0
508		0
509		0
510		0
511		0
512		2
513		0
514		0
515		0
516		0
517		2
518		2
519		2
520		0
521		2
522		0
523		0
524		0
525		0
526		0
527		2
528		2
529		0
530		0
531		0
532		2
533		0
534		2
535		2
536		0
537		0
538		0
539		2
540		2
541		4
542		0
543		2
544		0
545		0
546		0
547		0
548		0
549		0
550		0
551		0
552		2
553		0
554		2
555		0
556		0
557		0
558		0
559		0
560		0
561		2
562		0
563		0
564		0
565		0
566		0
567		0
568		0
569		0
570		0
571		0
572		0
573		2
574		2
575		0
576		0
577		0
578		4
579		0
580		0
581		0
582		2
583		2
584		0
585		0
586		0
587		0
588		0
589		0
590		0
591		0
592		2
593		2
594		0
595		0
596		0
597		0
598		0
599		0
600		0
601		0
602		0
603		0
604		0
605		0
606		2
607		0
608		2
609		0
610		0
611		0
612		0
613		0
614		0
615		0
616		0
617		0
618		0
619		0
620		0
621		2
622		0
623		2
624		0
625		0
626		0
627		0
628		6
629		0
630		0
631		0
632		2
633		0
634		0
635		0
636		0
637		0
638		0
639		4
640		0
641		2
642		0
643		0
644		0
645		0
646		0
647		0
648		0
649		0
650		0
651		4
652		0
653		0
654		2
655		2
656		0
657		0
658		0
659		2
660		0
661		0
662		0
663		0
664		0
665		0
666		2
667		2
668		0
669		2
670		0
671		2
672		0
673		0
674		0
675		2
676		4
677		0
678		2
679		0
680		0
681		0
682		0
683		0
684		0
685		0
686		2
687		0
688		0
689		0
690		0
691		0
692		0
693		0
694		2
695		0
696		0
697		0
698		0
699		0
700		0
701		0
702		2
703		0
704		0
705		2
706		0
707		4
708		0
709		2
710		0
711		0
712		0
713		0
714		0
715		2
716		0
717		2
718		2
719		0
720		0
721		0
722		0
723		0
724		2
725		0
726		0
727		2
728		0
729		0
730		0
731		0
732		0
733		0
734		0
735		0
736		0
737		0
738		0
739		0
740		0
741		0
742		0
743		0
744		0
745		0
746		0
747		0
748		0
749		0
750		0
751		0
752		0
753		0
754		0
755		0
756		0
757		2
758		0
759		0
760		0
761		0
762		0
763		0
764		0
765		0
766		2
767		2
768		0
769		0
770		0
771		2
772		0
773		0
774		0
775		0
776		0
777		2
778		0
779		0
780		0
781		2
782		0
783		0
784		0
785		0
786		2
787		0
788		0
789		0
790		0
791		0
792		0
793		0
794		0
795		0
796		0
797		0
798		2
799		0
800		0
801		0
802		2
803		0
804		0
805		0
806		0
807		0
808		0
809		0
810		0
811		0
812		2
813		2
814		0
815		0
816		0
817		0
818		2
819		0
820		0
821		0
822		0
823		0
824		0
825		0
826		0
827		0
828		0
829		0
830		0
831		0
832		0
833		0
834		0
835		0
836		0
837		0
838		0
839		0
840		0
841		0
842		0
843		0
844		0
845		0
846		0
847		0
848		0
849		0
850		0
851		0
852		0
853		0
854		0
855		0
856		0
857		0
858		0
859		0
860		0
861		0
862		0
863		0
864		0
865		0
866		0
867		0
868		0
869		0
870		0
871		0
872		0
873		0
874		0
875		0
876		0
877		0
878		0
879		0
880		2
881		0
882		0
883		0
884		0
885		0
886		0
887		0
888		2
889		0
890		0
891		0
892		0
893		0
894		0
895		0
896		0
897		0
898		0
899		0
900		0
901		0
902		0
903		0
904		0
905		2
906		0
907		0
908		0
909		0
910		0
911		0
912		0
913		0
914		0
915		0
916		0
